ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft
7,PT,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",,False,,275.1
8,PT,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,820.0
15,PT,Elm Creek,Dayton,Snow Only,12.0,,Snowmobile,False,,569.63
16,PT,Carver,Laketown Twp.,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,439.53
18,PT,French,Plymouth,Mowed,12.0,,Cross-country Skate/Classic,False,,55.48
19,PT,French,Plymouth,Mowed,12.0,,"Cross-country Skate/Classic, Lit",False,Lakeview Trail,256.6
23,PT,French,Plymouth,Bridge,10.0,Boardwalk,,False,,50.27
24,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1608.28
25,PT,Baker,Medina,Gravel,10.0,"Unpaved Hike, Dog (Off-Leash)",,False,,331.93
26,PT,Baker,Medina,Gravel,10.0,"Unpaved Hike, Dog (Off-Leash)",,False,,159.57
33,PT,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,1498.19
44,PT,Carver,Laketown Twp.,Mowed,12.0,,Cross-country Skate/Classic,False,,1295.05
45,PT,Carver,Laketown Twp.,Mowed,12.0,,Cross-country Skate/Classic,False,,498.18
46,PT,Carver,Laketown Twp.,Mowed,16.0,,"Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,1433.0
53,PT,Silverwood,St. Anthony,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,36.28
54,PT,Silverwood,St. Anthony,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,117.83
56,PT,French,Plymouth,Bridge,10.0,Boardwalk,,False,,79.04
57,PT,French,Plymouth,Bridge,6.0,Boardwalk,,False,,63.05
60,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,609.79
61,PT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,21.5
62,PT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,636.98
63,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,596.06
64,PT,Cleary,Credit River Twp.,Bridge,0.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,40.85
69,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,23.38
72,PT,Lake Rebecca,Independence,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,3184.61
75,PT,Murphy-Hanrehan,Savage,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,False,,1230.59
76,PT,Murphy-Hanrehan,Savage,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,False,,2000.75
96,PT,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,2276.09
103,RT,Not In Park,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,229.4
104,PT,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,686.04
111,PT,Crow-Hassan,Hanover,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,1429.78
112,PT,Crow-Hassan,Hanover,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,4128.48
124,PT,Elm Creek,Maple Grove,Gravel,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,484.48
139,PT,Silverwood,St. Anthony,Gravel,8.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,284.71
140,PT,Silverwood,St. Anthony,Gravel,5.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,361.51
141,PT,Silverwood,St. Anthony,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,26.16
143,PT,Silverwood,St. Anthony,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,18.73
151,PT,Carver,Laketown Twp.,Mowed,16.0,,Cross-country Skate/Classic,False,,440.68
152,PT,Carver,Laketown Twp.,Crosswalk,0.0,,Cross-country Skate/Classic,False,,28.29
153,PT,Carver,Laketown Twp.,Mowed,12.0,,Snowmobile,False,,4251.48
154,PT,Carver,Laketown Twp.,Mowed,12.0,Unpaved Hike,Cross-country Skate/Classic,False,,217.51
155,PT,Eagle,Plymouth,Snow Only,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,False,,973.21
162,PT,Eagle,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1365.53
163,PT,Eagle,Maple Grove,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,282.85
164,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,153.17
165,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,87.89
167,RT,Cleary,Credit River Twp.,Bridge,10.0,Boardwalk,Boardwalk,True,Big Woods Regional Trail,45.18
168,PT,Crow-Hassan,Rogers,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,545.79
169,PT,Lake Rebecca,Greenfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,572.92
170,PT,Lake Rebecca,Greenfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",False,,3532.43
171,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,2422.15
172,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,3363.14
202,PT,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Upper Ironwood Trail,956.32
203,PT,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Upper Ironwood Trail,2253.86
206,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Classic,False,,570.45
209,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,4537.51
210,PT,Cleary,Spring Lake Twp.,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1276.32
211,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1778.62
212,PT,Elm Creek,Dayton,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,156.64
213,PT,Elm Creek,Maple Grove,Bridge,20.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,36.19
214,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1889.86
215,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,92.2
217,PT,Lake Minnetonka,Minnetrista,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,404.67
218,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,2536.15
219,PT,Fish,Maple Grove,Boardwalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,75.27
220,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1126.16
222,RT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Baker/Carver Regional Trail,563.69
223,PT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,477.18
225,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,367.49
249,PT,Elm Creek,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,29.2
259,PT,Elm Creek,Maple Grove,Gravel,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,1739.81
262,PT,Elm Creek,Maple Grove,Gravel,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,891.25
268,PT,Gale Woods,Minnetrista,Mowed,16.0,Unpaved Hike,,False,,1645.86
269,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Classic,False,,1190.56
270,PT,Eagle,Plymouth,Snow Only,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,False,,949.48
271,PT,Cleary,Credit River Twp.,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,22.05
272,PT,Cleary,Spring Lake Twp.,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,False,,2383.11
273,PT,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,False,,311.49
274,PT,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,False,,1589.27
278,PT,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,False,,2386.15
279,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1431.3
280,PT,Lake Minnetonka,Minnetrista,Underpass,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,68.71
281,PT,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,71.9
285,PT,Carver,Laketown Twp.,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,419.82
295,PT,Gale Woods,Minnetrista,Gravel,12.0,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",False,,2401.44
296,PT,Gale Woods,Minnetrista,Gravel,12.0,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",False,,210.42
300,PT,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,False,,59.35
301,PT,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,False,,3681.77
302,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,286.34
305,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeside Trail,1670.02
306,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,72.56
307,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,2861.58
308,PT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,122.08
309,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,286.46
310,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1269.42
311,RT,Carver,Laketown Twp.,Tunnel,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Baker/Carver Regional Trail,43.43
312,PT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,3068.19
313,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,157.68
314,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1740.57
323,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,469.2
324,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,263.94
325,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1570.87
326,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,670.25
327,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,269.8
328,PT,Carver,Victoria,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,34.25
330,RT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,Medicine Lake Regional Trail,861.07
331,PT,Elm Creek,Dayton,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,512.26
334,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,315.39
335,RT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Baker/Carver Regional Trail,8085.11
336,PT,Silverwood,St. Anthony,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,44.34
337,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,259.17
338,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,899.11
339,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,821.43
340,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,493.41
341,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,10.95
342,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,200.35
343,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,875.21
344,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1528.81
345,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,59.16
346,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,789.38
348,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,502.93
349,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,26.57
350,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,53.48
351,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,25.25
352,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,25.7
353,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,26.79
355,PT,Elm Creek,Dayton,Woodchip,6.0,"Unpaved Hike, Dog (On-Leash)",,False,,1073.12
356,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,33.91
360,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,245.58
361,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,132.27
362,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,265.19
363,PT,Lake Minnetonka,Minnetrista,Woodchip,12.0,"Unpaved Hike, Dog (On-Leash)",Snowmobile,False,,550.95
371,PT,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,2639.39
372,PT,Elm Creek,Dayton,Mowed,16.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,5456.94
374,PT,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,696.14
385,PT,Elm Creek,Maple Grove,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,36.0
388,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,Lagoon Trail,216.54
389,PT,Elm Creek,Dayton,Woodchip,8.0,Unpaved Hike,"Hike, Snowshoe",False,,146.33
390,PT,Murphy-Hanrehan,Savage,Mowed,10.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1763.99
393,PT,Carver,Laketown Twp.,Mowed,12.0,,Cross-country Skate/Classic,False,,1425.93
395,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,627.66
396,PT,Bryant,Eden Prairie,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,36.81
397,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,614.12
398,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,252.58
399,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Snowshoe, Lit",False,Lagoon Trail,1192.79
400,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Snowshoe, Lit",False,Lagoon Trail,1256.42
401,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeview Trail,734.14
402,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,Meadow Trail,358.46
403,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,Meadow Trail,106.73
404,PT,French,Plymouth,Gravel,10.0,"Unpaved Hike, Dog (On-Leash)",,False,Meadow Trail,341.37
409,PT,Noerenberg,Orono,Pavers,10.0,Paved Hike,,False,,125.85
411,PT,Murphy-Hanrehan,Savage,Mowed,10.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,635.01
412,PT,Murphy-Hanrehan,Savage,Gravel,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,137.58
413,PT,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,2534.5
414,PT,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,5919.57
417,PT,Elm Creek,Dayton,Mowed,12.0,,Snowmobile,False,,2018.53
419,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,13.37
420,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,767.31
421,PT,Elm Creek,Champlin,Boardwalk,10.0,Boardwalk,Snowmobile,False,,58.73
422,PT,Elm Creek,Maple Grove,Bridge,10.0,Boardwalk,Cross-country Skate/Classic,False,,35.13
424,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeview Trail,1784.25
426,PT,Murphy-Hanrehan,Savage,Dirt/Minimum Maintenance,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,2757.12
428,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeview Trail,1270.83
429,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeview Trail,390.61
430,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Meadow Trail,1286.9
431,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Meadow Trail,922.1
432,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,1298.3
433,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,1016.13
434,PT,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,False,Creek Trail,610.76
445,PT,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,6.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,2070.49
449,PT,Murphy-Hanrehan,Burnsville,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,False,,204.58
450,PT,Murphy-Hanrehan,Burnsville,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,False,,867.96
454,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,2422.51
456,PT,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,806.05
457,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Horse",False,,3485.45
458,PT,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Horse",False,,545.66
460,PT,Murphy-Hanrehan,Credit River Twp.,Gravel,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",No Access / Summer Only,False,,5774.53
467,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Meadow Trail,154.55
468,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Meadow Trail,105.72
469,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,235.59
476,PT,Elm Creek,Dayton,Boardwalk,3.0,Boardwalk,"Hike, Snowshoe",False,,51.71
477,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,13.96
478,PT,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,10.0,,,False,,1230.87
481,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Horse",False,,1185.78
483,PT,Eagle,Plymouth,Woodchip,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,False,,4103.75
485,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,225.75
496,PT,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,8.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,1386.3
501,PT,Elm Creek,Dayton,Mowed,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Creek Trail,1048.94
502,PT,Carver,Victoria,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,389.13
504,RT,Elm Creek,Dayton,Boardwalk,10.0,Boardwalk,Boardwalk,False,Medicine Lake Regional Trail,304.34
511,PT,Murphy-Hanrehan,Burnsville,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,159.69
513,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,1016.3
515,PT,Carver,Victoria,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,475.49
520,PT,Murphy-Hanrehan,Burnsville,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,136.88
538,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,1090.44
557,PT,Fish,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,26.57
560,PT,Elm Creek,Champlin,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,17.05
563,PT,Fish,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,26.36
567,PT,Carver,Victoria,Mowed,6.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1635.21
